id_user,country,area,subareas,degrees,wage_aspiration,currency,current_wage,change_cities,language,years_experience,months_experience,wish_role_name,work_modality,hardskills
236,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,CUSTOMER SUCCESS/CUSTOMER EXPERIENCE",,7000000.0,COP,,,"INGLÉS B2 - INTERMEDIO ALTO,PORTUGUÉS A1 - BÁSICO",13,,"BUSINESS DEVELOPER,KEY ACCOUNT MANAGER",Indiferente,"B2B,BUSINESS DEVELOPER,PROBLEM SOLVING,NEGOCIACIÓN,PENSAMIENTO ESTRATÉGICO,JIRA,VTIGER CRM,MICROSOFT OFFICE,SALESFORCE,LINKEDIN SALES NAVIGATOR"
237,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,CUSTOMER SUCCESS/CUSTOMER EXPERIENCE",,3000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,6,,"ANALISTA DE SERVICIO AL CLIENTE,BUSINESS DEVELOPER",Medio tiempo,"MICROSOFT EXCEL,MICROSOFT OFFICE,SCRUM,GESTIÓN DEL CAMBIO,PRESENTACIONES COMERCIALES,ESTRATEGÍAS COMERCIALES,PYTHON,ESTRATEGIA DE MARKETING"
238,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,CUSTOMER SUCCESS/CUSTOMER EXPERIENCE",,8000000.0,COP,,,INGLÉS C2 - EXCELENTE,5,2,"CUSTOMER SUCCESS ANALYST,ACCOUNT MANAGER ,KEY ACCOUNT MANAGER ,BUSINESS DEVELOPMENT,SALES REPRESENTATIVE",Tiempo completo,"CRM SOFTWARE,MICROSOFT EXCEL,NEGOCIACIÓN,CROSS SELLING,CIERRE DE VENTAS,FIDELIZACIÓN DE CLIENTES,ESTRATEGÍAS COMERCIALES,UPSELLING,SERVICIO AL CLIENTE,GENERACION DE LEADS"
239,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,9000000.0,COP,,,INGLÉS A1 - BÁSICO,15,,"DIRECTOR COMERCIAL,GERENTE DE CUENTA,KAM,ACCOUNT MANAGER,GERENTE DE VENTAS",Tiempo completo,"ACCOUNT MANAGEMENT,DATA ANALYSIS,ESTRATEGÍAS COMERCIALES,NEGOCIACIÓN,PROSPECCIÓN,CONOCIMIENTO DEL CLIENTE,VENTA CONSULTIVA,PRESENTACIONES COMERCIALES,CIERRE DE VENTAS,MANEJO DE CLIENTES"
240,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,5000000.0,COP,,,INGLÉS C1 - AVANZADO,3,1,"ASISTENTE ADMINISTRATIVO,EJECUTIVO DE CUENTA,ADMINISTRATIVE ASSISTANT,ADMINISTRATIVE ANALYST,COORDINADOR ADMINISTRATIVO",Medio tiempo,"NEGOCIACIÓN,LOGÍSTICA,MANEJO DE CLIENTES,COMERCIO INTERNACIONAL,NEGOCIACIÓN CON PROVEEDORES,MANEJO DE PROVEEDORES"
241,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,2000000.0,COP,1300000.0,,INGLÉS B1 - INTERMEDIO,1,,"ANALISTA DE MARCA ,ANALISTA DE MERCADEO ,COORDINADOR ADMINISTRATIVO",Indiferente,"CARTERA,RECLUTAMIENTO,ATENCIÓN AL CLIENTE,ATENCION AL DETALLE,NOMINA,PROSPECCIÓN,MICROSOFT EXCEL,PHOTOSHOP,REDES SOCIALES,ADMINISTRACIÓN DE PERSONAL"
242,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,6000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,5,,"EJECUTIVO DE CUENTA,LÍDER COMERCIAL,KEY ACCOUNT MANAGER,ACCOUNT EXECUTIVE",Medio tiempo,"ACCOUNT MANAGEMENT,LIDERAZGO,CONOCIMIENTO DEL CLIENTE,MANEJO DE EQUIPOS,MANEJO DE CLIENTES,RELACIONES COMERCIALES,ESTRATEGÍAS COMERCIALES,CIERRE DE VENTAS,DATA ANALYSIS,MICROSOFT EXCEL"
243,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,3500000.0,COP,,,"INGLÉS C1 - AVANZADO,FRANCÉS C1 - AVANZADO",2,,"BUSINESS DEVELOPMENT,DATA ANALYSIS,SALES OPERATION,B2B,B2C",Prácticas Laborales,"ACCOUNT MANAGEMENT,CRM SOFTWARE,DATA ANALYSIS,MICROSOFT EXCEL,MARKET RESEARCH,NEGOCIACIÓN,LIDERAZGO,CONOCIMIENTO DEL CLIENTE,MANEJO DE CLIENTES,ESTRATEGÍAS COMERCIALES"
244,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,7000000.0,COP,,"MEDELLIN,CARTAGENA,CALI,CIUDAD DE MEXICO,BARRANQUILLA,PANAMA CITY",INGLÉS C1 - AVANZADO,10,,"DIRECTOR DE MARKETING,DIRECTOR COMERCIAL,LIDER  PRODUCTO,BUSINESS DEVELOPMENT,KEY ACCOUNT MANAGER",Indiferente,"ESTRATEGIA DE MARKETING,CAMPAÑAS DE MERCADEO,RELACIONES COMERCIALES,RELACIONAMIENTO CON AGENCIAS,CRM  ,DESARROLLO DE ALIANZAS ESTRATÉGICAS,ESTRATEGÍAS COMERCIALES,RELACIONES PÚBLICAS,VENTAS B2B,CAPACITACIÓN FUERZA DE VENTAS"
245,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,16000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,10,,"GERENTE COMERCIAL,DIRECTOR COMERCIAL",Medio tiempo,"DISEÑO DE PRODUCTO,PLANEACIÓN ESTRATÉGICA,GESTION COMERCIAL,ESTRATEGÍAS COMERCIALES,MANEJO DE EQUIPOS,LIDERAZGO,MANEJO DE PRESUPUESTOS"
246,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,4500000.0,COP,,"BARRANQUILLA,MEDELLIN","PORTUGUÉS B1 - INTERMEDIO,INGLÉS C2 - EXCELENTE",5,,"BUSSINESS DEVELOPMENT ANALYST/MANAGER,KAM,KEY ACCOUNT MANAGER,EJECUTIVO DE CUENTAS CLAVES,ACCOUNT COORDINATOR",Indiferente,"CRM SALES FORCE,RETENCIÓN,FIDELIZACIÓN,DESARROLLO DE CLIENTES,COMERCIAL,ESTRATEGÍAS COMERCIALES,RELACIONES COMERCIALES,KAM,ESTRATEGIA DE MARKETING,POWER BI"
247,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,5000000.0,COP,5650000.0,,INGLÉS B1 - INTERMEDIO,8,,"DESARROLLADOR DE NEGOCIO,PRODUCT MANAGER,GERENTE DE PRODUCTO,PRODUCT MANAGER FINANCIERO",Indiferente,"ESPECIALISTA EN MERCADEO ESTRATÉGICO Y PROFESIONAL EN NEGOCIOS INTERNACIONALES, CUENTO MÁS DE 7 AÑOS DE EXPERIENCIA EN ÁREAS ADMINISTRATIVAS, MERCADEO, NEGOCIO, COMERCIALES Y ATENCIÓN AL CLIENTE. COMPETENCIAS EN HABILIDADES DE LIDERAZGO, ESTRATEGIA E INNOVACIÓN, ENFOCADAS EN GENERAR RESULTADOS DE MANO DEL EQUIPO DE TRABAJO; TENGO UN ALTO NIVEL DE COMPROMISO Y RESPONSABILIDAD EN LAS TODAS LAS TAREAS QUE REALIZO. MI EXPERIENCIA INCLUYE GESTIÓN RELACIONAL CON CLIENTES INTERNOS Y EXTERNOS, PROPORCIONANDO IDEAS Y SOLUCIONES QUE PERMITAN SATISFACER SUS NECESIDADES, ESTABLECIENDO CON ESTO, RELACIONES SÓLIDAS QUE HAN PERMITIDO ALCANZAR LOS OBJETIVOS PLANTEADOS POR LAS ÁREAS DE NEGOCIO EN LAS QUE HE TRABAJADO."
248,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,ACCOUNT/CATEGORY MANAGEMENT",,3000000.0,COP,2000000.0,,INGLÉS B1 - INTERMEDIO,5,,"HUNTER,ASESOR COMERCIAL,EJECUTIVO COMERCIAL,EJECUTIVO DE CUENTAS,ACCOUNT MANAGER",Indiferente,"MANEJO DE CLIENTES,PROSPECCIÓN,CRM  ,NEGOCIACIONES B2B,VENTA CONSULTIVA,DIGITAL MARKETING,CRM SOFTWARE,DATA ANALYSIS,NEGOCIACIÓN,CIERRE DE VENTAS"
249,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,6000000.0,COP,5000000.0,,INGLÉS A1 - BÁSICO,12,,"LEAD GENERATOR,KAM,KEY ACCOUNT MANAGER,BUSINESS DEVELOPMENT,ACCOUNT MANAGER",Prácticas Laborales,"CIERRE DE VENTAS,PROSPECCIÓN,NEGOCIACIONES B2B,DESARROLLO DE NUEVOS NEGOCIOS,CAPACITACIÓN FUERZA DE VENTAS,VENTA CONSULTIVA,MANTENIMIENTO DE CUENTAS CLAVE"
250,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,11000000.0,COP,,,INGLÉS B1 - INTERMEDIO,11,,"GERENTE COMERCIAL,DIRECTOR COMERCIAL,ACCOUNT MANAGER,KEY ACCOUNT MANAGER,GERENTE CUENTAS CLAVES,GERENTE DE VENTAS,GERENTE COMERCIAL HORECA",Indiferente,"GERENCIA,FOODSERVICE,PLANES COMERCIALES,PRESUPUESTOS,CUENTAS CLAVES ,CUMPLIMIENTO DE PRESUPUESTOS,RELACIONAMIENTO CON CLIENTE,VENTA CONSULTIVA,B2B,NEGOCIACIÓN"
251,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,15000000.0,COP,,,INGLÉS C2 - EXCELENTE,11,,"GERENTE COMERCIAL,SALES LEAD,ACCOUNT MANAGER,KEY ACCOUNT MANAGER,BUSINESS DEVELOPMENT MANAGER,TEAM MANAGER,INSIDE SALES REPRESENTATIVE",Medio tiempo,"VENTAS,COMUNICACION CORPORATIVA,LIDERAZGO,VENTA CONSULTIVA,B2B,CUSTOMER EXPERIENCE,PRESENTACIONES COMERCIALES,CUSTOMER MANAGEMENT,DIGITAL MARKETING"
252,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,2500000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,,,"ASESOR COMERCIAL,DESARROLLADOR DE NEGOCIO,ANALISTA COMERCIAL,ASESORA COMERCIAL,EJECUTIVA COMERCIAL",Indiferente,"MICROSOFT EXCEL,MICROSOFT OFFICE,MACROS EXCEL,ANÁLISIS DE DATOS,VENTAS,COMUNICACION CORPORATIVA,TRABAJO EN EQUIPO"
253,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,3500000.0,COP,,"MEDELLIN,BARRANQUILLA,CALI",INGLÉS B2 - INTERMEDIO ALTO,4,,"SALES DEVELOPMENT REPRESENTATIVE,SALES COORDINATOR ,SALES SUPERVISOR,ANALISTA DE ADMINISTRACIÓN DE VENTAS,SALES SPECIALIST",Prácticas Laborales,"INFORMES COMERCIALES,GESTION COMERCIAL,ESTRATEGÍAS COMERCIALES,PROSPECCIÓN,NEGOCIACIÓN,CIERRE DE VENTAS,PRESENTACIONES COMERCIALES,MICROSOFT EXCEL,GENERACION DE LEADS,VENTA CONSULTIVA"
254,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,5000000.0,COP,,,INGLÉS A2 - PRE INTERMEDIO,9,1,"DESARROLLADOR DE NEGOCIO,COORDINADOR COMERCIAL,COMERCIAL SENIOR,LÍDER COMERCIAL,BUSINESS DEVELOPER",Medio tiempo,"B2B - B2C,ACCOUNT MANAGEMENT,LIDERAZGO,PROSPECCIÓN,NEGOCIACIÓN,VENTA CONSULTIVA,CIERRE DE VENTAS,MANEJO DE EQUIPOS,ESTRATEGÍAS COMERCIALES,HUBSPOT"
255,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,9000000.0,COP,,"MEDELLIN,CALI,BARRANQUILLA,CARTAGENA,SANTA MARTA,BUCARAMANGA",INGLÉS C1 - AVANZADO,8,,"ACCOUNT MANAGER,GROWTH MANAGER,BUSINESS DEVELOPER,SALES LEAD,ACCOUNT EXECUTIVE ",Indiferente,"MARKETING DIGITAL,MARKET RESEARCH,E-COMMERCE,BRANDING,ESTRATEGIA DE MARCA,MERCHANDISING,DIGITAL ADVERTISING"
256,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,4000000.0,COP,,"BOGOTA,IBAGUE,BARRANQUILLA,CARTAGENA",INGLÉS A2 - PRE INTERMEDIO,,,"DIRECTOR DE VENTAS ,COORDINADOR COMERCIAL,VENTAS",Indiferente,"ESTRATEGÍAS COMERCIALES,MICROSOFT EXCEL,NEGOCIACIÓN,VENTA CONSULTIVA,PRESENTACIONES COMERCIALES,CIERRE DE VENTAS,PROSPECCIÓN,CRM SOFTWARE"
257,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,5000000.0,COP,3500000.0,,INGLÉS A1 - BÁSICO,5,,PERFORMANCE MARKETER,Indiferente,
258,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,4000000.0,COP,3000000.0,,INGLÉS B1 - INTERMEDIO,8,,"COUNTRY MANAGER,LIDER COMERCIAL,EJECUTIVO COMERCIAL,AGENTE COMERCIAL,JEFE COMERCIAL",Prácticas Laborales,"NEGOCIACIONES B2C,EVALUACIÓN DE RESULTADOS,DESARROLLO DE ALIANZAS ESTRATÉGICAS,NEGOCIACIONES B2B,PLANEACIÓN,EJECUCIÓN PROYECTOS,ESTRATEGÍAS COMERCIALES,APOYO EN MERCADEO,LIDERAZGO,NEGOCIACIÓN CON PROVEEDORES"
259,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,6,8,"GERENTE COMERCIAL,COORDINADOR COMERCIAL,KEY ACCOUNT MANAGER,LIDER COMERCIAL",Prácticas Laborales,"DESARROLLO DE NUEVOS NEGOCIOS,RELACIONES COMERCIALES,NEGOCIACIÓN CON PROVEEDORES,ESTRATEGIA DE VENTAS,GESTIÓN DE INVENTARIOS,IMPLEMENTACIÓN DE CAMPAÑA,OPERACIONES"
260,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,8000000.0,COP,,,INGLÉS C1 - AVANZADO,8,,"GERENTE COMERCIAL,GERENTE DE MARCA ,GERENTE DE NEGOCIO,DIRECTOR COMERCIAL,DIRECTOR DE VENTAS ",Tiempo completo,"ESTRATEGIA DE MARCA,TRABAJO EN EQUIPO,MANEJO DE KPI´S,MANEJO DE EQUIPOS,ESTRATEGIA DE VENTAS,DIRECCIÓN DE VENTAS,PROSPECCIÓN,NEGOCIACIÓN,GENERACION DE LEADS,ESTRATEGÍAS COMERCIALES"
261,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,15000000.0,COP,,"MEDELLIN,BOGOTA",INGLÉS C2 - EXCELENTE,7,,"GERENTE COMERCIAL,BUSINESS DEVELOPMENT MANAGER,BDR,ACCOUNT MANAGER",Indiferente,"ESTRATEGIA DE VENTAS,TRABAJO EN EQUIPO,LIDERAZGO,PROSPECCIÓN,RELACIONES COMERCIALES,INTERNATIONAL BUSINESS MANAGEMENT,COMERCIO INTERNACIONAL,VENTA CONSULTIVA,CRM SOFTWARE,NEGOCIACIÓN"
262,Colombia,VENTAS COMERCIAL,"BUSINESS DEVELOPMENT,GERENCIA VENTAS/COMERCIAL ",,10000000.0,COP,,,INGLÉS C1 - AVANZADO,10,,"BUSINESS DEVELOPMENT MANAGER,ACCOUNT MANAGER,KEY ACCOUNT MANAGER",Prácticas Laborales,"BENCHMARKING,ANÁLISIS DE DATOS,ESTRATEGÍAS COMERCIALES,GANAS DE APRENDER,CRM  ,B2C,CROSS SELLING,UPSELLING,MICROSOFT EXCEL"
263,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,4200000.0,COP,,,INGLÉS A1 - BÁSICO,10,,"SDR,EJECUTIVA DE VENTAS,ASESORA COMERCIAL",Prácticas Laborales,"ADMINISTRADORA DE EMPRESAS CON MÁS DE 10 AÑOS DE EXPERIENCIA EN EL ÁREA COMERCIAL, FINANCIERA E INMOBILIARIA. CON EXPERIENCIA EN PROSPECCIÓN, VENTA DIRECTA AL CLIENTE, PERFILAMIENTO FINANCIERO A INVERSIONISTAS, VENTAS B2B Y B2C. CON ENFOQUE HACÍA EL LOGRO DE LOS OBJETIVOS Y HACIA AUMENTAR EL VOLUMEN DE VENTAS Y LA PRESENCIA DE LA EMPRESA, DESARROLLANDO RELACIONES EFECTIVAS Y DURADERAS CON LOS CLIENTES. ADEMÁS, CON HABILIDADES COMO NEGOCIACIÓN, COMUNICACIÓN EFECTIVA, ENFOQUE EN LA SATISFACCIÓN DEL CLIENTE, LIDERAZGO Y TRABAJO EN EQUIPO. MANEJO DE PROGRAMAS COMO CRM HUBSPOT PARA LA GESTIÓN DE OPORTUNIDADES DE NEGOCIO. ACTUALMENTE, BUSCANDO CARGOS RELACIONADOS CON VENTAS, AGENTE INMOBILIARIA, BUSINESS DEVELOPMENT MANAGER O EJECUTIVO COMERCIAL,ESTRATEGÍAS COMERCIALES,VENTA CONSULTIVA,CIERRE DE VENTAS,GESTION COMERCIAL,CRM SOFTWARE,PROSPECCIÓN,NEGOCIACIÓN,MICROSOFT EXCEL,GENERACION DE LEADS"
264,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,3500000.0,COP,,,INGLÉS C1 - AVANZADO,4,,"EJECUTIVO DE CUENTA,KAM,KEY ACCOUNT MANAGER,EJECUTIVO COMERCIAL,REPRESENTANTE DE VENTAS",Prácticas Laborales,"ADMINISTRACIÓN DE EMPRESAS,VENTAS,GESTIÓN DE PROYECTOS,INVESTIGACIÓN"
265,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,4500000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,13,,"SDR,SALES DEVELOPMENT REPRESENTATIVE,ESPECIALISTA DE VENTAS",Indiferente,"VENTA CONSULTIVA,NEGOCIACIONES B2B,COLD CALLING,MANEJO DE CLIENTES,GESTIÓN DE EVENTOS,COORDINACIÓN DE EVENTOS,VENTAS B2B,ESTRATEGÍAS COMERCIALES,PROSPECCIÓN,PRESENTACIONES COMERCIALES"
266,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,2500000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,2,,"ASESOR COMERCIAL,ANALISTA COMERCIAL,KAM JR,EJECUTIVA COMERCIAL,EJECUTIVA SDR BILINGUE",Medio tiempo,"ESTRATEGÍAS COMERCIALES,PROSPECCIÓN,CIERRE DE VENTAS,PRESENTACIONES COMERCIALES,GENERACION DE LEADS,CRM SOFTWARE,NEGOCIACIÓN,GESTION COMERCIAL,VENTA ESTRATEGICA"
267,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,2500000.0,COP,1500000.0,"BARRANQUILLA,MEDELLIN,CARTAGENA,MONTERIA,BUCARAMANGA",INGLÉS A2 - PRE INTERMEDIO,2,7,"ASESOR COMERCIAL,KAM,EJECUTIVA DE CUENTA,SDR JUNIOR,ASESORA VENTAS",Prácticas Laborales,"INVESTIGACIÓN DE MERCADOS,ATENCION AL DETALLE,ATENCIÓN AL CLIENTE,BASES DATOS,CREACIÓN DE CONTENIDOS,MICROSOFT EXCEL,LIDERAZGO,PROGRAMACIÓN ORIENTADA A OBJETOS,ORGANIZACIÓN,B2B"
268,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,5000000.0,COP,,,INGLÉS B1 - INTERMEDIO,13,,"EJECUTIVO DE CUENTA,EJECUTIVO COMERCIAL",Prácticas Laborales,"PROSPECCIÓN,CRM  ,LIDERAZGO,ATENCION AL DETALLE,ESTRATEGÍAS COMERCIALES,ANÁLISIS DE MERCADO,RESPONSABILIDAD,SOCIAL NETWORKS,CIERRE DE VENTAS,VENTA PERSUASIVA"
269,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,2500000.0,COP,,"MEDELLIN,BUCARAMANGA,ARMENIA,VILLAVICENCIO,VILLA DE LEYVA,LETICIA",INGLÉS B1 - INTERMEDIO,,,"SUPERVISORA COMERCIAL ,ANALISTA COMERCIAL ,REPRESENTATE DE VENTAS ,CUSTOMER SUCCES JR. REPRESENTATIVE,EJECUTIVA COMERCIAL",Tiempo completo,"ORIENTACIÓN Y CALIDAD AL CLIENTE ,ANÁLISIS DE DATOS,PROSPECCIÓN,ESTRATEGÍAS COMERCIALES,MICROSOFT EXCEL,CIERRE DE VENTAS,GESTION COMERCIAL,VENTA CONSULTIVA,VENTAS,COMERCIAL"
270,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,BUSINESS DEVELOPMENT",,3000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,7,,"EJECUTIVO DE CUENTA,COORDINADOR COMERCIAL,LÍDER COMERCIAL,DESARROLLO DE NEGOCIOS,EJECUTIVO COMERCIAL,KAM,SUPERVISOR COMERCIAL",Indiferente,"CVBN,RELACIONES COMERCIALES,EXPERIENCIA DE SERVICIOS,VENTA DE SERVICIOS INTANGIBLES,CONOCIMIENTO DEL CLIENTE,CRM SOFTWARE,ESTRATEGÍAS COMERCIALES,PROSPECCIÓN,NEGOCIACIÓN,MANEJO DE KPI´S"
271,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,CUSTOMER SUCCESS/CUSTOMER EXPERIENCE",,3000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,2,9,"EJECUTIVO DE CUENTA,EJECUTIVA DE CUENTA,KAM ALIANZAS CORPORATIVAS,REPRESENTANTE DE CUENTA,SALES REPRESENTATIVE,GESTOR COMERCIAL",Prácticas Laborales,"E-COMMERCE,B2B,B2C,PROSPECCIÓN,MANEJO DE PQR’S,FIDELIZACIÓN DE CLIENTES,CRM SOFTWARE,COLD CALLING,CUSTOMER SERVICE,DESARROLLO DE ALIANZAS ESTRATÉGICAS"
272,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,ACCOUNT/CATEGORY MANAGEMENT",,5000000.0,COP,4000000.0,"BARRANQUILLA,MEDELLIN,CALI",INGLÉS B1 - INTERMEDIO,6,9,"EJECUTIVO DE CUENTA,KAM,KEY ACCOUNT MANAGER",Prácticas Laborales,"VENTA CONSULTIVA,CIERRE DE VENTAS,VENTA DE SERVICIOS INTANGIBLES,DIRECCIÓN DE VENTAS,ESTRATEGÍAS COMERCIALES,PENSAMIENTO ESTRATÉGICO,LIDERAZGO,COACHING DE VENTAS,PROSPECCIÓN"
273,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,ACCOUNT/CATEGORY MANAGEMENT",,1800000.0,COP,,"BOGOTA,BARRANQUILLA",INGLÉS B1 - INTERMEDIO,1,2,"EJECUTIVO DE CUENTA,HUNTER,DESARROLLADOR DE NEGOCIO,ASISTENTE COMERCIAL",Indiferente,"NEGOCIACIÓN,CONOCIMIENTO DEL CLIENTE,COMUNICACION CORPORATIVA,MANEJO DE CLIENTES,VENTAS,ACCOUNT MANAGEMENT,MARKET RESEARCH,PROSPECCIÓN,GENERACION DE LEADS,POWER BI"
274,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,GERENCIA VENTAS/COMERCIAL ",,3800000.0,COP,,,INGLÉS B1 - INTERMEDIO,7,6,"EJECUTIVO DE CUENTA,COORDINADOR COMERCIAL,KAM,EJECUTIVO COMERCIAL,EJECUTIVO DE CUENTAS CORPORATIVAS",Tiempo completo,"ESTRATEGIA DE VENTAS,VENTAS B2C,CIERRE DE VENTAS,REPORTE DE VENTAS,ATENCIÓN AL CLIENTE,FIDELIZACIÓN DE CLIENTES,VENTA DE SERVICIOS INTANGIBLES,PROSPECCIÓN,ESTRATEGÍAS COMERCIALES,CRM - SALESFORCE"
275,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,GERENCIA VENTAS/COMERCIAL ",,6000000.0,COP,,,INGLÉS B1 - INTERMEDIO,12,,"DIRECTOR COMERCIAL,GERENTE DE COMERCIAL,KAM,KEY ACCOUNT MANGER,EJECUTIVO COMERCIAL",Indiferente,"VIVIENDA,CREDITO HIPOTECARIO,PAQUETE OFFICE,LIDERAZGO,ESTRATEGÍAS COMERCIALES,PROPUESTAS COMERCIALES,BANCA DE INVERSIÓN,CRM SOFTWARE,AS400"
276,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,GERENCIA VENTAS/COMERCIAL ",,3000000.0,COP,,,INGLÉS A1 - BÁSICO,7,,"COORDINADOR COMERCIAL,COORDINADOR DE VENTAS,COORDINADOR DE EQUIPOS COMERCIALES,LIDER DE VENTAS,LÍDER COMERCIAL",Tiempo completo,"CRECIMIENTO PERSONAL,LIDERAZGO,RELACIONES COMERCIALES,CRM SOFTWARE,COLD CALLING,GENERACION DE LEADS,VENTA ESTRATEGICA,BENCHMARKING,GESTION COMERCIAL,PROSPECCIÓN"
277,Colombia,VENTAS COMERCIAL,"PROSPECCIÓN,GERENCIA VENTAS/COMERCIAL ",,3000000.0,COP,,,INGLÉS B2 - INTERMEDIO ALTO,2,5,"ASESOR COMERCIAL,EJECUTIVO DE CUENTA,KAM,ESPECIALISTA EN VENTAS,ANALISTA COMERCIAL",Medio tiempo,"CRM SOFTWARE,PROSPECCIÓN,GESTION COMERCIAL,GENERACION DE LEADS,COLD CALLING,CROSS SELLING,UPSELLING,VENTAS B2B,VENTAS B2C,VENTA CONSULTIVA"
278,Colombia,DISEÑO,DISEÑO GRÁFICO,,2000000.0,COP,,,INGLÉS A2 - PRE INTERMEDIO,6,4,"DISEÑADOR GRÁFICO,EDITOR DE VIDEO,DISEÑADOR,PRODUCCIÓN AUDIOVISUAL,EDITOR VIDEOS YOUTUBE (SEO)",Prácticas Laborales,"ZBRUSH,ADOBE ILLUSTRATOR,PHOTOSHOP,AFTEREFFECT PREMIERE,ADOBE PREMIERE,BLENDER"
279,Colombia,DISEÑO,DISEÑO GRÁFICO,,3000000.0,COP,,,"INGLÉS B1 - INTERMEDIO,ESPAÑOL C2 - EXCELENTE",3,,"DISEÑADOR DE MARCA,DISEÑADOR GRÁFICO,ESPECIALISTA DE MARCA,CREADOR DE CONTENIDO DIGITAL,DISEÑADOR EDITORIAL,DISEÑADOR VISUAL",Medio tiempo,"COLLAGE,ILUSTRACIÓN,DISEÑO EDITORIAL,BRANDING,BRAND MANAGER,COPYWRITING,CREACIÓN DE CONTENIDOS,ADOBE ILLUSTRATOR,REDES SOCIALES,PHOTOSHOP"
